"GENE" "SCORE" "CHROM" "DEBUT" "FIN" "POS_GENE" "TAILLE" "SNPs_par_pb" "SOUCHE"
"63" "CBS815.71p_g1061:g" 0 "CBS815.71p_contig_1" 3678051 3679044 3678547.5 994 0 "S1.PSN1217.h"
"64" "CBS815.71p_g1062:g" 0 "CBS815.71p_contig_1" 3680014 3683733 3681873.5 3720 0 "S1.PSN1217.h"
"65" "CBS815.71p_g1063:g" 0 "CBS815.71p_contig_1" 3684082 3685351 3684716.5 1270 0 "S1.PSN1217.h"
"66" "CBS815.71p_g1064:g" 0 "CBS815.71p_contig_1" 3685898 3687882 3686890 1985 0 "S1.PSN1217.h"
"67" "CBS815.71p_g1065:g" 0 "CBS815.71p_contig_1" 3694281 3696894 3695587.5 2614 0 "S1.PSN1217.h"
"68" "CBS815.71p_g1066:g" 0 "CBS815.71p_contig_1" 3697890 3698349 3698119.5 460 0 "S1.PSN1217.h"
"69" "CBS815.71p_g1067:g" 0 "CBS815.71p_contig_1" 3698861 3699765 3699313 905 0 "S1.PSN1217.h"
"70" "CBS815.71p_g1068:g" 0 "CBS815.71p_contig_1" 3700630 3701426 3701028 797 0 "S1.PSN1217.h"
"71" "CBS815.71p_g1069:g" 0 "CBS815.71p_contig_1" 3701754 3702831 3702292.5 1078 0 "S1.PSN1217.h"
"72" "CBS815.71p_g107:g" 0 "CBS815.71p_contig_1" 340070 340426 340248 357 0 "S1.PSN1217.h"
"73" "CBS815.71p_g1070:g" 0 "CBS815.71p_contig_1" 3703226 3704792 3704009 1567 0 "S1.PSN1217.h"
"74" "CBS815.71p_g1071:g" 0 "CBS815.71p_contig_1" 3705160 3707708 3706434 2549 0 "S1.PSN1217.h"
"75" "CBS815.71p_g1072:g" 0 "CBS815.71p_contig_1" 3713470 3714244 3713857 775 0 "S1.PSN1217.h"
"76" "CBS815.71p_g1073:g" 0 "CBS815.71p_contig_1" 3718157 3721874 3720015.5 3718 0 "S1.PSN1217.h"
"77" "CBS815.71p_g1074:g" 0 "CBS815.71p_contig_1" 3722742 3723912 3723327 1171 0 "S1.PSN1217.h"
"78" "CBS815.71p_g1075:g" 0 "CBS815.71p_contig_1" 3724706 3728354 3726530 3649 0 "S1.PSN1217.h"
"79" "CBS815.71p_g1076:g" 0 "CBS815.71p_contig_1" 3728735 3731498 3730116.5 2764 0 "S1.PSN1217.h"
"80" "CBS815.71p_g1077:g" 0 "CBS815.71p_contig_1" 3735779 3739700 3737739.5 3922 0 "S1.PSN1217.h"
"81" "CBS815.71p_g1078:g" 0 "CBS815.71p_contig_1" 3740583 3741173 3740878 591 0 "S1.PSN1217.h"
"82" "CBS815.71p_g1079:g" 0 "CBS815.71p_contig_1" 3741545 3743177 3742361 1633 0 "S1.PSN1217.h"
"83" "CBS815.71p_g108:g" 0 "CBS815.71p_contig_1" 342166 344042 343104 1877 0 "S1.PSN1217.h"
"84" "CBS815.71p_g1080:g" 0 "CBS815.71p_contig_1" 3744782 3746024 3745403 1243 0 "S1.PSN1217.h"
"85" "CBS815.71p_g1081:g" 0 "CBS815.71p_contig_1" 3747309 3748305 3747807 997 0 "S1.PSN1217.h"
"86" "CBS815.71p_g1082:g" 0 "CBS815.71p_contig_1" 3749294 3750365 3749829.5 1072 0 "S1.PSN1217.h"
"87" "CBS815.71p_g1083:g" 0 "CBS815.71p_contig_1" 3750894 3754646 3752770 3753 0 "S1.PSN1217.h"
"88" "CBS815.71p_g1084:g" 0 "CBS815.71p_contig_1" 3755270 3756457 3755863.5 1188 0 "S1.PSN1217.h"
"89" "CBS815.71p_g1085:g" 0 "CBS815.71p_contig_1" 3757256 3758551 3757903.5 1296 0 "S1.PSN1217.h"
"90" "CBS815.71p_g1086:g" 0 "CBS815.71p_contig_1" 3762063 3763551 3762807 1489 0 "S1.PSN1217.h"
"91" "CBS815.71p_g1087:g" 0 "CBS815.71p_contig_1" 3766692 3767908 3767300 1217 0 "S1.PSN1217.h"
"92" "CBS815.71p_g1088:g" 0 "CBS815.71p_contig_1" 3768988 3770298 3769643 1311 0 "S1.PSN1217.h"
"93" "CBS815.71p_g1089:g" 0 "CBS815.71p_contig_1" 3771300 3772203 3771751.5 904 0 "S1.PSN1217.h"
"94" "CBS815.71p_g109:g" 0 "CBS815.71p_contig_1" 345917 347189 346553 1273 0 "S1.PSN1217.h"
"95" "CBS815.71p_g1090:g" 0 "CBS815.71p_contig_1" 3778554 3779627 3779090.5 1074 0 "S1.PSN1217.h"
"96" "CBS815.71p_g1091:g" 0 "CBS815.71p_contig_1" 3780099 3780872 3780485.5 774 0 "S1.PSN1217.h"
"97" "CBS815.71p_g1092:g" 0 "CBS815.71p_contig_1" 3781589 3782983 3782286 1395 0 "S1.PSN1217.h"
"98" "CBS815.71p_g1093:g" 0 "CBS815.71p_contig_1" 3784787 3786050 3785418.5 1264 0 "S1.PSN1217.h"
"99" "CBS815.71p_g1094:g" 0 "CBS815.71p_contig_1" 3787142 3789309 3788225.5 2168 0 "S1.PSN1217.h"
"100" "CBS815.71p_g1095:g" 0 "CBS815.71p_contig_1" 3790891 3791886 3791388.5 996 0 "S1.PSN1217.h"
"101" "CBS815.71p_g1096:g" 0 "CBS815.71p_contig_1" 3795004 3796698 3795851 1695 0 "S1.PSN1217.h"
"102" "CBS815.71p_g1097:g" 0 "CBS815.71p_contig_1" 3797036 3800056 3798546 3021 0 "S1.PSN1217.h"
"103" "CBS815.71p_g1098:g" 0 "CBS815.71p_contig_1" 3800381 3801874 3801127.5 1494 0 "S1.PSN1217.h"
"104" "CBS815.71p_g1099:g" 0 "CBS815.71p_contig_1" 3802584 3803946 3803265 1363 0 "S1.PSN1217.h"
"105" "CBS815.71p_g11:g" 0 "CBS815.71p_contig_1" 67576 68376 67976 801 0 "S1.PSN1217.h"
"106" "CBS815.71p_g110:g" 0 "CBS815.71p_contig_1" 350466 352986 351726 2521 0 "S1.PSN1217.h"
"107" "CBS815.71p_g1100:g" 0 "CBS815.71p_contig_1" 3804836 3807365 3806100.5 2530 0 "S1.PSN1217.h"
"108" "CBS815.71p_g1101:g" 0 "CBS815.71p_contig_1" 3808961 3810541 3809751 1581 0 "S1.PSN1217.h"
"109" "CBS815.71p_g1102:g" 0 "CBS815.71p_contig_1" 3815376 3816638 3816007 1263 0 "S1.PSN1217.h"
"110" "CBS815.71p_g1103:g" 0 "CBS815.71p_contig_1" 3820628 3823711 3822169.5 3084 0 "S1.PSN1217.h"
"111" "CBS815.71p_g1104:g" 0 "CBS815.71p_contig_1" 3825462 3826069 3825765.5 608 0 "S1.PSN1217.h"
"112" "CBS815.71p_g1105:g" 0 "CBS815.71p_contig_1" 3827636 3829843 3828739.5 2208 0 "S1.PSN1217.h"
"113" "CBS815.71p_g1106:g" 0 "CBS815.71p_contig_1" 3832988 3835084 3834036 2097 0 "S1.PSN1217.h"
"114" "CBS815.71p_g1107:g" 0 "CBS815.71p_contig_1" 3835457 3837347 3836402 1891 0 "S1.PSN1217.h"
"115" "CBS815.71p_g1108:g" 0 "CBS815.71p_contig_1" 3845841 3846674 3846257.5 834 0 "S1.PSN1217.h"
"116" "CBS815.71p_g1109:g" 0 "CBS815.71p_contig_1" 3847773 3851579 3849676 3807 0 "S1.PSN1217.h"
"117" "CBS815.71p_g111:g" 0 "CBS815.71p_contig_1" 363402 364442 363922 1041 0 "S1.PSN1217.h"
"118" "CBS815.71p_g1110:g" 0 "CBS815.71p_contig_1" 3852858 3854367 3853612.5 1510 0 "S1.PSN1217.h"
"119" "CBS815.71p_g1111:g" 0 "CBS815.71p_contig_1" 3854813 3856017 3855415 1205 0 "S1.PSN1217.h"
"120" "CBS815.71p_g1112:g" 0 "CBS815.71p_contig_1" 3856858 3859851 3858354.5 2994 0 "S1.PSN1217.h"
"121" "CBS815.71p_g1113:g" 0 "CBS815.71p_contig_1" 3861491 3862880 3862185.5 1390 0 "S1.PSN1217.h"
"122" "CBS815.71p_g1114:g" 0 "CBS815.71p_contig_1" 3863535 3866967 3865251 3433 0 "S1.PSN1217.h"
"123" "CBS815.71p_g1115:g" 0 "CBS815.71p_contig_1" 3867911 3868899 3868405 989 0 "S1.PSN1217.h"
"124" "CBS815.71p_g1116:g" 0 "CBS815.71p_contig_1" 3869815 3871286 3870550.5 1472 0 "S1.PSN1217.h"
"125" "CBS815.71p_g1117:g" 0 "CBS815.71p_contig_1" 3872904 3874148 3873526 1245 0 "S1.PSN1217.h"
"126" "CBS815.71p_g1118:g" 0 "CBS815.71p_contig_1" 3875569 3877189 3876379 1621 0 "S1.PSN1217.h"
"127" "CBS815.71p_g1119:g" 0 "CBS815.71p_contig_1" 3878598 3880001 3879299.5 1404 0 "S1.PSN1217.h"
"128" "CBS815.71p_g112:g" 0 "CBS815.71p_contig_1" 366191 367247 366719 1057 0 "S1.PSN1217.h"
"129" "CBS815.71p_g1120:g" 0 "CBS815.71p_contig_1" 3881393 3881686 3881539.5 294 0 "S1.PSN1217.h"
"130" "CBS815.71p_g1122:g" 0 "CBS815.71p_contig_1" 3885147 3891767 3888457 6621 0 "S1.PSN1217.h"
"131" "CBS815.71p_g1123:g" 0 "CBS815.71p_contig_1" 3893535 3895972 3894753.5 2438 0 "S1.PSN1217.h"
"132" "CBS815.71p_g1124:g" 0 "CBS815.71p_contig_1" 3899350 3901184 3900267 1835 0 "S1.PSN1217.h"
"133" "CBS815.71p_g1125:g" 0 "CBS815.71p_contig_1" 3902125 3902626 3902375.5 502 0 "S1.PSN1217.h"
"134" "CBS815.71p_g1126:g" 0 "CBS815.71p_contig_1" 3904912 3906152 3905532 1241 0 "S1.PSN1217.h"
"135" "CBS815.71p_g1127:g" 0 "CBS815.71p_contig_1" 3908858 3910021 3909439.5 1164 0 "S1.PSN1217.h"
"136" "CBS815.71p_g1128:g" 0 "CBS815.71p_contig_1" 3910254 3911003 3910628.5 750 0 "S1.PSN1217.h"
"137" "CBS815.71p_g1129:g" 0 "CBS815.71p_contig_1" 3911325 3913458 3912391.5 2134 0 "S1.PSN1217.h"
"138" "CBS815.71p_g113:g" 0 "CBS815.71p_contig_1" 375522 376235 375878.5 714 0 "S1.PSN1217.h"
"139" "CBS815.71p_g1130:g" 0 "CBS815.71p_contig_1" 3914479 3915678 3915078.5 1200 0 "S1.PSN1217.h"
"140" "CBS815.71p_g1131:g" 0 "CBS815.71p_contig_1" 3916240 3916740 3916490 501 0 "S1.PSN1217.h"
"141" "CBS815.71p_g1132:g" 0 "CBS815.71p_contig_1" 3917762 3919608 3918685 1847 0 "S1.PSN1217.h"
"142" "CBS815.71p_g1133:g" 0 "CBS815.71p_contig_1" 3922501 3923486 3922993.5 986 0 "S1.PSN1217.h"
"143" "CBS815.71p_g1134:g" 0 "CBS815.71p_contig_1" 3924157 3927323 3925740 3167 0 "S1.PSN1217.h"
"144" "CBS815.71p_g1135:g" 0 "CBS815.71p_contig_1" 3930186 3931460 3930823 1275 0 "S1.PSN1217.h"
"145" "CBS815.71p_g1136:g" 0 "CBS815.71p_contig_1" 3932745 3933438 3933091.5 694 0 "S1.PSN1217.h"
"146" "CBS815.71p_g1137:g" 0 "CBS815.71p_contig_1" 3933727 3936564 3935145.5 2838 0 "S1.PSN1217.h"
"147" "CBS815.71p_g1138:g" 0 "CBS815.71p_contig_1" 3936687 3938267 3937477 1581 0 "S1.PSN1217.h"
"148" "CBS815.71p_g1139:g" 0 "CBS815.71p_contig_1" 3940878 3942986 3941932 2109 0 "S1.PSN1217.h"
"149" "CBS815.71p_g114:g" 0 "CBS815.71p_contig_1" 379649 383687 381668 4039 0 "S1.PSN1217.h"
"150" "CBS815.71p_g1140:g" 0 "CBS815.71p_contig_1" 3943201 3949383 3946292 6183 0 "S1.PSN1217.h"
"151" "CBS815.71p_g1141:g" 0 "CBS815.71p_contig_1" 3950042 3950911 3950476.5 870 0 "S1.PSN1217.h"
"152" "CBS815.71p_g1142:g" 0 "CBS815.71p_contig_1" 3954400 3956359 3955379.5 1960 0 "S1.PSN1217.h"
"153" "CBS815.71p_g1143:g" 0 "CBS815.71p_contig_1" 3957082 3957454 3957268 373 0 "S1.PSN1217.h"
"154" "CBS815.71p_g1144:g" 0 "CBS815.71p_contig_1" 3958359 3959713 3959036 1355 0 "S1.PSN1217.h"
"155" "CBS815.71p_g1145:g" 0 "CBS815.71p_contig_1" 3960213 3963647 3961930 3435 0 "S1.PSN1217.h"
"156" "CBS815.71p_g1146:g" 0 "CBS815.71p_contig_1" 3964502 3965638 3965070 1137 0 "S1.PSN1217.h"
"157" "CBS815.71p_g1147:g" 0 "CBS815.71p_contig_1" 3965854 3970396 3968125 4543 0 "S1.PSN1217.h"
"158" "CBS815.71p_g1148:g" 0 "CBS815.71p_contig_1" 3971149 3972085 3971617 937 0 "S1.PSN1217.h"
"159" "CBS815.71p_g1149:g" 0 "CBS815.71p_contig_1" 3973845 3974276 3974060.5 432 0 "S1.PSN1217.h"
"160" "CBS815.71p_g115:g" 0 "CBS815.71p_contig_1" 385796 386135 385965.5 340 0 "S1.PSN1217.h"
"161" "CBS815.71p_g1150:g" 0 "CBS815.71p_contig_1" 3976050 3978078 3977064 2029 0 "S1.PSN1217.h"
"162" "CBS815.71p_g1151:g" 0 "CBS815.71p_contig_1" 3978258 3981229 3979743.5 2972 0 "S1.PSN1217.h"
"163" "CBS815.71p_g1152:g" 0 "CBS815.71p_contig_1" 3981376 3982026 3981701 651 0 "S1.PSN1217.h"
"164" "CBS815.71p_g1153:g" 0 "CBS815.71p_contig_1" 3982558 3984375 3983466.5 1818 0 "S1.PSN1217.h"
"165" "CBS815.71p_g1154:g" 0 "CBS815.71p_contig_1" 3985440 3986807 3986123.5 1368 0 "S1.PSN1217.h"
"166" "CBS815.71p_g1155:g" 0 "CBS815.71p_contig_1" 3989129 3991051 3990090 1923 0 "S1.PSN1217.h"
"167" "CBS815.71p_g1159:g" 0 "CBS815.71p_contig_1" 4028743 4030590 4029666.5 1848 0 "S1.PSN1217.h"
"168" "CBS815.71p_g116:g" 0 "CBS815.71p_contig_1" 387794 388716 388255 923 0 "S1.PSN1217.h"
"169" "CBS815.71p_g1160:g" 0 "CBS815.71p_contig_1" 4031012 4034195 4032603.5 3184 0 "S1.PSN1217.h"
"170" "CBS815.71p_g1161:g" 0 "CBS815.71p_contig_1" 4034421 4034919 4034670 499 0 "S1.PSN1217.h"
"171" "CBS815.71p_g1162:g" 0 "CBS815.71p_contig_1" 4036079 4037077 4036578 999 0 "S1.PSN1217.h"
"172" "CBS815.71p_g1163:g" 0 "CBS815.71p_contig_1" 4037868 4038696 4038282 829 0 "S1.PSN1217.h"
"173" "CBS815.71p_g1164:g" 0 "CBS815.71p_contig_1" 4038864 4040228 4039546 1365 0 "S1.PSN1217.h"
"174" "CBS815.71p_g1165:g" 0 "CBS815.71p_contig_1" 4041720 4042984 4042352 1265 0 "S1.PSN1217.h"
"175" "CBS815.71p_g1166:g" 0 "CBS815.71p_contig_1" 4045615 4047923 4046769 2309 0 "S1.PSN1217.h"
"176" "CBS815.71p_g1167:g" 0 "CBS815.71p_contig_1" 4049667 4050515 4050091 849 0 "S1.PSN1217.h"
"177" "CBS815.71p_g1168:g" 0 "CBS815.71p_contig_1" 4051134 4052350 4051742 1217 0 "S1.PSN1217.h"
"178" "CBS815.71p_g1169:g" 0 "CBS815.71p_contig_1" 4052650 4055149 4053899.5 2500 0 "S1.PSN1217.h"
"179" "CBS815.71p_g117:g" 0 "CBS815.71p_contig_1" 389717 392219 390968 2503 0 "S1.PSN1217.h"
"180" "CBS815.71p_g1170:g" 0 "CBS815.71p_contig_1" 4055564 4056347 4055955.5 784 0 "S1.PSN1217.h"
"181" "CBS815.71p_g1171:g" 0 "CBS815.71p_contig_1" 4056605 4057768 4057186.5 1164 0 "S1.PSN1217.h"
"182" "CBS815.71p_g1172:g" 0 "CBS815.71p_contig_1" 4063260 4064904 4064082 1645 0 "S1.PSN1217.h"
"183" "CBS815.71p_g1173:g" 0 "CBS815.71p_contig_1" 4065811 4066533 4066172 723 0 "S1.PSN1217.h"
"184" "CBS815.71p_g1174:g" 0 "CBS815.71p_contig_1" 4071217 4073808 4072512.5 2592 0 "S1.PSN1217.h"
"185" "CBS815.71p_g1176:g" 0 "CBS815.71p_contig_1" 4079976 4080442 4080209 467 0 "S1.PSN1217.h"
"186" "CBS815.71p_g1177:g" 0 "CBS815.71p_contig_1" 4080659 4082541 4081600 1883 0 "S1.PSN1217.h"
"187" "CBS815.71p_g1178:g" 0 "CBS815.71p_contig_1" 4084026 4086904 4085465 2879 0 "S1.PSN1217.h"
"188" "CBS815.71p_g1179:g" 0 "CBS815.71p_contig_1" 4087814 4088226 4088020 413 0 "S1.PSN1217.h"
"189" "CBS815.71p_g118:g" 0 "CBS815.71p_contig_1" 392499 393330 392914.5 832 0 "S1.PSN1217.h"
"190" "CBS815.71p_g1180:g" 0 "CBS815.71p_contig_1" 4089239 4089667 4089453 429 0 "S1.PSN1217.h"
"191" "CBS815.71p_g1181:g" 0 "CBS815.71p_contig_1" 4090355 4093410 4091882.5 3056 0 "S1.PSN1217.h"
"192" "CBS815.71p_g1182:g" 0 "CBS815.71p_contig_1" 4093783 4095808 4094795.5 2026 0 "S1.PSN1217.h"
"193" "CBS815.71p_g1183:g" 0 "CBS815.71p_contig_1" 4096035 4097177 4096606 1143 0 "S1.PSN1217.h"
"194" "CBS815.71p_g1184:g" 0 "CBS815.71p_contig_1" 4097637 4098930 4098283.5 1294 0 "S1.PSN1217.h"
"195" "CBS815.71p_g1185:g" 0 "CBS815.71p_contig_1" 4099571 4100899 4100235 1329 0 "S1.PSN1217.h"
"196" "CBS815.71p_g1186:g" 0 "CBS815.71p_contig_1" 4101301 4102928 4102114.5 1628 0 "S1.PSN1217.h"
"197" "CBS815.71p_g1187:g" 0 "CBS815.71p_contig_1" 4103597 4104547 4104072 951 0 "S1.PSN1217.h"
"198" "CBS815.71p_g1188:g" 0 "CBS815.71p_contig_1" 4107182 4107868 4107525 687 0 "S1.PSN1217.h"
"199" "CBS815.71p_g1189:g" 0 "CBS815.71p_contig_1" 4111931 4114264 4113097.5 2334 0 "S1.PSN1217.h"
"200" "CBS815.71p_g119:g" 0 "CBS815.71p_contig_1" 393753 394457 394105 705 0 "S1.PSN1217.h"
"201" "CBS815.71p_g1190:g" 0 "CBS815.71p_contig_1" 4114739 4115506 4115122.5 768 0 "S1.PSN1217.h"
"202" "CBS815.71p_g1191:g" 0 "CBS815.71p_contig_1" 4116175 4118636 4117405.5 2462 0 "S1.PSN1217.h"
"203" "CBS815.71p_g1192:g" 0 "CBS815.71p_contig_1" 4119576 4120156 4119866 581 0 "S1.PSN1217.h"
"204" "CBS815.71p_g1193:g" 0 "CBS815.71p_contig_1" 4120760 4121374 4121067 615 0 "S1.PSN1217.h"
"205" "CBS815.71p_g1194:g" 0 "CBS815.71p_contig_1" 4122809 4124503 4123656 1695 0 "S1.PSN1217.h"
"206" "CBS815.71p_g1196:g" 0 "CBS815.71p_contig_1" 4126559 4127422 4126990.5 864 0 "S1.PSN1217.h"
"207" "CBS815.71p_g1197:g" 0 "CBS815.71p_contig_1" 4136757 4137626 4137191.5 870 0 "S1.PSN1217.h"
"208" "CBS815.71p_g1198:g" 0 "CBS815.71p_contig_1" 4138795 4141126 4139960.5 2332 0 "S1.PSN1217.h"
"209" "CBS815.71p_g1199:g" 0 "CBS815.71p_contig_1" 4143534 4145688 4144611 2155 0 "S1.PSN1217.h"
